,Release Date,Season,Episode,title,Name,text
6404,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: I'm a Lannister. I don't have a choice in all this. But it's not your war.
6405,2012-05-27,Season 2,Episode 9,Blackwater,shae,shae: It is now.
6406,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: You can't fuck your way out of everything.
6407,2012-05-27,Season 2,Episode 9,Blackwater,shae,shae: I have so far. Do you remember what you said when you met me in your tent? That I should make love to you like it was your last day on this earth.
6408,2012-05-27,Season 2,Episode 9,Blackwater,pycelle,"pycelle: As you know, Your Grace, it is not only the sworn duty of a maester to carry out the wishes of the house he serves, but also to offer guidance and counsel in times of war."
6409,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Your words are always wise and measured.
6410,2012-05-27,Season 2,Episode 9,Blackwater,pycelle,"pycelle: If you could - If anything, a maester's duties become more urgent in times of war and turmoil. I remember back in the days of King"
6411,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: You brought me something?
6412,2012-05-27,Season 2,Episode 9,Blackwater,pycelle,"pycelle: Yes. Essence of nightshade is as dangerous as it is efficacious. A single drop in a cup of wine suffices to soothe ragged nerves. Three drops will bring on a deep and dreamless sleep. Ten drops, however-"
6413,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: I know what ten drops will bring.
6414,2012-05-27,Season 2,Episode 9,Blackwater,pycelle,"pycelle: Your Grace, if I may ask-"
6415,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: You may not. You must have a lot of work to do. I'm sure many brave men will need your wisdom soon.
6416,2012-05-27,Season 2,Episode 9,Blackwater,pycelle,pycelle: Yes. A siege is very-
6417,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Be careful on the stairs, Grand Maester. There are so many."
6418,2012-05-27,Season 2,Episode 9,Blackwater,pycelle,pycelle: Your Grace.
6419,2012-05-27,Season 2,Episode 9,Blackwater,men,"men: And so he spoke / That Lord of Castamere / But now the rains weep o'er his halls / With no one there to hear / Yes, now the rains weep o'er his halls / And not a soul to hear-"
6420,2012-05-27,Season 2,Episode 9,Blackwater,bronn,bronn: To the boys!
6421,2012-05-27,Season 2,Episode 9,Blackwater,soldier,soldier: Lannisters! Where'd you learn the Lannister song?
6422,2012-05-27,Season 2,Episode 9,Blackwater,bronn,bronn: Drunk Lannisters.
6423,2012-05-27,Season 2,Episode 9,Blackwater,prostitute,prostitute: You've got a pretty voice.
6424,2012-05-27,Season 2,Episode 9,Blackwater,bronn,bronn: Thank you very much.
6425,2012-05-27,Season 2,Episode 9,Blackwater,prostitute,prostitute: And I like your nose. How many times you break it?
6426,2012-05-27,Season 2,Episode 9,Blackwater,bronn,"bronn: Well, now let's see. First time, I was five. My mam smacked me with an iron poker."
6427,2012-05-27,Season 2,Episode 9,Blackwater,prostitute,prostitute: Oh.
6428,2012-05-27,Season 2,Episode 9,Blackwater,bronn,bronn: It wasn't me she was aiming at. She was trying for my little brother. Now he was a real pest.
6429,2012-05-27,Season 2,Episode 9,Blackwater,bronn,"bronn: Second time, I was nine. Got in a scrap with a few older boys. They won. Third time-"
6430,2012-05-27,Season 2,Episode 9,Blackwater,bronn,"bronn: Eh, you don't want to know about the third time."
6431,2012-05-27,Season 2,Episode 9,Blackwater,prostitute,prostitute: Poor nose.
6432,2012-05-27,Season 2,Episode 9,Blackwater,bronn,bronn: Don't feel sorry for him. He'll be halfway up your arse before the night's through.
6433,2012-05-27,Season 2,Episode 9,Blackwater,bronn,"bronn: Welcome, friends. This roundo s on me."
6434,2012-05-27,Season 2,Episode 9,Blackwater,bronn,bronn: I don't think he likes me.
6435,2012-05-27,Season 2,Episode 9,Blackwater,clegane,clegane: You think you're a hard man?
6436,2012-05-27,Season 2,Episode 9,Blackwater,bronn,bronn: I know it.
6437,2012-05-27,Season 2,Episode 9,Blackwater,bronn,bronn: It's warm in here. We've got beautiful women and good brown ale. Plenty for everyone. And all you want is to put one of us in the cold ground with no women to keep us company.
6438,2012-05-27,Season 2,Episode 9,Blackwater,clegane,"clegane: Oh, there's women in the ground. I put some there myself. So have you. You like fucking and drinking and singing. But killing, killing's the thing you love. You're just like me."
6439,2012-05-27,Season 2,Episode 9,Blackwater,clegane,clegane: Only smaller.
6440,2012-05-27,Season 2,Episode 9,Blackwater,bronn,bronn: And quicker. Eh?
6441,2012-05-27,Season 2,Episode 9,Blackwater,clegane,clegane: Your Lord Imp's going to miss you.
6442,2012-05-27,Season 2,Episode 9,Blackwater,bronn,bronn: Aye I expect he will someday.
6443,2012-05-27,Season 2,Episode 9,Blackwater,man,man: Here we are.
6444,2012-05-27,Season 2,Episode 9,Blackwater,bronn,bronn: One more drink before the war? Shall we?
6445,2012-05-27,Season 2,Episode 9,Blackwater,varys,"varys: I've always hated the bells. They ring for horror. A dead king, a city under siege."
6446,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: A wedding.
6447,2012-05-27,Season 2,Episode 9,Blackwater,varys,"varys: Exactly. Podrick, is that it?"
6448,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Is that it?"" Nice touch. As if you don't know the name of every boy in town."
6449,2012-05-27,Season 2,Episode 9,Blackwater,varys,varys: I'm not entirely sure what you're suggesting.
6450,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: I'm entirely sure you're entirely sure what I'm suggesting.
6451,2012-05-27,Season 2,Episode 9,Blackwater,varys,varys: Do you trust him?
6452,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Oddly enough, I do."
6453,2012-05-27,Season 2,Episode 9,Blackwater,varys,varys: Good.
6454,2012-05-27,Season 2,Episode 9,Blackwater,varys,varys: The map you asked for.
6455,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: There must be twenty miles of tunnels beneath the city.
6456,2012-05-27,Season 2,Episode 9,Blackwater,varys,varys: Closer to fifty. The Targaryens built this city to withstand a siege and to provide escape if necessary.
6457,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: I'm not escaping. Strange as it sounds, I'm the captain of the ship, and if the ship goes down, I go with her."
6458,2012-05-27,Season 2,Episode 9,Blackwater,varys,"varys: That is good to hear. Though I'm sure many captains say the same while their ship is afloat. You look well suited for battle, my lord."
6459,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Well, I'm not."
6460,2012-05-27,Season 2,Episode 9,Blackwater,varys,"varys: For all our sakes, I hope you are wrong. My little birds tell me that Stannis Baratheon has taken up with a red priestess from Asshai."
6461,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: What of it?
6462,2012-05-27,Season 2,Episode 9,Blackwater,varys,"varys: You don't believe in the old powers, my lord?"
6463,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Blood spells, curses, shape-shifting. What do you think?"
6464,2012-05-27,Season 2,Episode 9,Blackwater,varys,varys: I think you believe in what you see and in what those you trust have seen. You probably don't entirely trust me.
6465,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Mmm, don't take it personally. I don't entirely trust myself."
6466,2012-05-27,Season 2,Episode 9,Blackwater,varys,"varys: And yet I have seen things and heard things, things you have not, things I wish I had not. I don't believe I've ever told you how I was cut."
6467,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: No, I don't believe you have."
6468,2012-05-27,Season 2,Episode 9,Blackwater,varys,"varys: One day, I will. The dark arts have provided Lord Stannis with his armies and paved his path to our door. For a man in service to such powers to sit on the Iron Throne, I can think of nothing worse. And tonight, I believe you are the only man who can stop him."
6469,2012-05-27,Season 2,Episode 9,Blackwater,matthos,matthos: They're welcoming the new king.
6470,2012-05-27,Season 2,Episode 9,Blackwater,davos,davos: I've never known bells to mean surrender. They want to play music with us? Let's play. Drums.
6471,2012-05-27,Season 2,Episode 9,Blackwater,matthos,matthos: Drums!
6472,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Remember, wait till the ships-"
6473,2012-05-27,Season 2,Episode 9,Blackwater,bronn,bronn: The ships are in the bay.
6474,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: They must be far enough in-
6475,2012-05-27,Season 2,Episode 9,Blackwater,bronn,"bronn: I know what ""in"" means. Do you know how to use that?"
6476,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: I chopped wood once. No, I watched my brother chopping wood."
6477,2012-05-27,Season 2,Episode 9,Blackwater,bronn,bronn: I saw you kill a man with a shield. You'll be unstoppable with an ax.
6478,2012-05-27,Season 2,Episode 9,Blackwater,bronn,bronn: Don't get killed.
6479,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Nor you, my friend."
6480,2012-05-27,Season 2,Episode 9,Blackwater,bronn,"bronn: Oh, are we friends now?"
6481,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Of course we are. Just because I pay you for your services doesn't diminish our friendship.
6482,2012-05-27,Season 2,Episode 9,Blackwater,bronn,"bronn: Enhances it, really."
6483,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Oh! ""Enhances."" Fancy word for a sellsword."
6484,2012-05-27,Season 2,Episode 9,Blackwater,bronn,bronn: Been spending time with fancy folks.
6485,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Lady Sansa and Sheila.
6486,2012-05-27,Season 2,Episode 9,Blackwater,shae,shae: Shae.
6487,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Shae, yes. Surely my sister has asked you to join the other highborn ladies in Maegor's holdfast."
6488,2012-05-27,Season 2,Episode 9,Blackwater,stark,"stark: She has, my lord, but King Joffrey sent for me to see him off."
6489,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Sansa.
6490,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Always been a great romantic, my nephew."
6491,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Sansa, come here."
6492,2012-05-27,Season 2,Episode 9,Blackwater,stark,"stark: I will pray for your safe return, my lord."
6493,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Will you?
6494,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: Just as I pray for the king's.
6495,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Stay safe, my lady."
6496,2012-05-27,Season 2,Episode 9,Blackwater,shae,"shae: And you, my lion."
6497,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Your king rides forth to battle. You should see him off with a kiss.
6498,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: My new blade. Hearteater, I've named it. Kiss it."
6499,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: You'll kiss it again when I return and taste my uncle's blood.
6500,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: Will you slay him yourself?
6501,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: If Stannis is fool enough to come near me.
6502,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: So you'll be outside the gates fighting in the vanguard?
6503,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: A king doesn't discuss battle plans with stupid girls.
6504,2012-05-27,Season 2,Episode 9,Blackwater,stark,"stark: I'm sorry, Your Grace. You're right, I'm stupid. Of course you'll be in the vanguard. They say my brother Robb always goes where the fighting is thickest. And he is only a pretender."
6505,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Your brother's turn will come. Then you can lick his blood off Hearteater, too."
6506,2012-05-27,Season 2,Episode 9,Blackwater,shae,shae: Some of those boys will never come back.
6507,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: Joffrey will. The worst ones always live.
6508,2012-05-27,Season 2,Episode 9,Blackwater,shae,"shae: Shh. Come, my lady."
6509,2012-05-27,Season 2,Episode 9,Blackwater,lancel,lancel: Where's our fleet?
6510,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: On the way.
6511,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Why isn't it here now? They're coming.
6512,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Hound, tell the Hand that his king has asked him a question."
6513,2012-05-27,Season 2,Episode 9,Blackwater,clegane,clegane: The king has asked you a question.
6514,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Ser Lancel, tell the Hound to tell the king that the Hand is extremely busy."
6515,2012-05-27,Season 2,Episode 9,Blackwater,lancel,lancel: The Hand of the King would like me to tell you to tell the king-
6516,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: If I tell the Hound to cut you in half, he'll do it without a second thought."
6517,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: That would make me the quarterman. It just doesn't have the same ring to it. Cut me in half and I won't be able to give the signal. No signal, no plan. No plan and Stannis Baratheon sacks this city, takes the Iron Throne, puts your pinched little head atop a gate somewhere. It might be quite amusing, except that my head would be up there, too. I've never much liked my head, but I don't want to see it removed just yet."
6518,2012-05-27,Season 2,Episode 9,Blackwater,davos,davos: Where are their ships?
6519,2012-05-27,Season 2,Episode 9,Blackwater,matthos,matthos: It was wise to attack at night. We took them by surprise.
6520,2012-05-27,Season 2,Episode 9,Blackwater,davos,davos: Lord Varys knows what you had for breakfast three days ago. There are no surprises here.
6521,2012-05-27,Season 2,Episode 9,Blackwater,matthos,"matthos: If it's true there is dissension in their ranks, maybe their sailors have mutinied."
6522,2012-05-27,Season 2,Episode 9,Blackwater,davos,davos: Maybe.
6523,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: I don't know why she wants me here. She's always saying how stupid I am. She hates me.
6524,2012-05-27,Season 2,Episode 9,Blackwater,shae,shae: Maybe she hates you less than she hates everyone else.
6525,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: I doubt it.
6526,2012-05-27,Season 2,Episode 9,Blackwater,shae,shae: Maybe she's jealous of you.
6527,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: Why would she be jealous?
6528,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Sansa.
6529,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: I was wondering where our little dove had flown. You look pale, child. Is your red flower still blooming?"
6530,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: Yes.
6531,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Fitting, isn't it? The men will bleed out there and you will bleed in here. Pour Lady Sansa some wine."
6532,2012-05-27,Season 2,Episode 9,Blackwater,shae,"shae: I'm not thirsty, Your Grace."
6533,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: So? I didn't offer you water.
6534,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: What's he doing here?
6535,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Ser llyn? He's here to defend us. When the axes smash down those doors, you may be glad to have him."
6536,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: But we have guards to defend us.
6537,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Guards we have paid. Should the city fall, they'll be the first ones out of the doors."
6538,2012-05-27,Season 2,Episode 9,Blackwater,cloak,cloak: The lads caught a groom and two maids trying to sneak away with a stolen horse and some gold cups.
6539,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: The battle's first traitors. Have Ser llyn see to them. Put their heads on spikes outside the stables as a warning.
6540,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: The only way to keep the small folk loyal is to make certain they fear you more than they do the enemy. Remember that if you ever hope to become a queen.
6541,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: You said he was here to protect us.
6542,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: He is. Traitors are a danger to us all. More wine.
6543,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: There they are.
6544,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Archers to their marks.
6545,2012-05-27,Season 2,Episode 9,Blackwater,soldier,"soldier: Archers, to your marks!"
6546,2012-05-27,Season 2,Episode 9,Blackwater,soldier,soldier: Archers! Nock your arrows!
6547,2012-05-27,Season 2,Episode 9,Blackwater,soldier,soldier: Nock arrows!
6548,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Hold fast.
6549,2012-05-27,Season 2,Episode 9,Blackwater,soldier,soldier: Hold fast!
6550,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: What are you doing? We need to attack them.
6551,2012-05-27,Season 2,Episode 9,Blackwater,soldier,soldier: Boulders ready!
6552,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: There's only one ship. Where are the rest of them? Where are the rest of them?
6553,2012-05-27,Season 2,Episode 9,Blackwater,matthos,matthos: There's only one ship.
6554,2012-05-27,Season 2,Episode 9,Blackwater,davos,"davos: Archers, stand to! Man the below! Nock."
6555,2012-05-27,Season 2,Episode 9,Blackwater,man,man: Nock and set!
6556,2012-05-27,Season 2,Episode 9,Blackwater,davos,davos: Draw! Hold.
6557,2012-05-27,Season 2,Episode 9,Blackwater,man,man: Hold.
6558,2012-05-27,Season 2,Episode 9,Blackwater,davos,davos: There's no one on board.
6559,2012-05-27,Season 2,Episode 9,Blackwater,man,man: More rocks coming up!
6560,2012-05-27,Season 2,Episode 9,Blackwater,davos,davos: Wildfire. Steer clear! Steer clear!
6561,2012-05-27,Season 2,Episode 9,Blackwater,davos,davos: Matthos! Get down!
6562,2012-05-27,Season 2,Episode 9,Blackwater,baratheon,baratheon: Prepare to land.
6563,2012-05-27,Season 2,Episode 9,Blackwater,soldier,soldier: Your Grace.
6564,2012-05-27,Season 2,Episode 9,Blackwater,baratheon,baratheon: The dwarf has played his little trick.
6565,2012-05-27,Season 2,Episode 9,Blackwater,soldier,soldier: The wildfire.
6566,2012-05-27,Season 2,Episode 9,Blackwater,baratheon,baratheon: He can only play it once.
6567,2012-05-27,Season 2,Episode 9,Blackwater,soldier,"soldier: We're too far from the gates. The fire, their archers- Hundreds will die."
6568,2012-05-27,Season 2,Episode 9,Blackwater,baratheon,baratheon: Thousands.
6569,2012-05-27,Season 2,Episode 9,Blackwater,baratheon,baratheon: Come with me and take this city!
6570,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Sansa, come here, little dove."
6571,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: My queen.
6572,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: What are you doing?
6573,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: Praying.
6574,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: You're perfect, aren't you? Praying. What are you praying for?"
6575,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: For the gods to have mercy on us all.
6576,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Oh. On all of us?
6577,2012-05-27,Season 2,Episode 9,Blackwater,stark,"stark: Yes, Your Grace."
6578,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Even me?
6579,2012-05-27,Season 2,Episode 9,Blackwater,stark,"stark: Of course, Your Grace."
6580,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Even Joffrey?
6581,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: Joffrey is my-
6582,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Oh, shut up, you little fool. Praying to the gods to have mercy on us all. The gods have no mercy. That's why they're gods. My father told me that when he caught me praying. My mother had just died, you see. I didn't really understand the concept of death, the finality of it. I thought that if I prayed very, very hard, the gods would return my mother to me. I was four."
6583,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: Your father doesn't believe in the gods?
6584,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: He believes in them, he just doesn't like them very much."
6585,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: One for her.
6586,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Here. Sit. Drink.
6587,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Not like that. Drink, girl."
6588,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: I should have been born a man. I'd rather face a thousand swords than be shut up inside with this flock of frightened hens.
6589,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: They are your guests under your protection. You asked them here.
6590,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: It was expected of me, as it will be of you if you ever become Joffrey's queen. If my wretched brother should somehow prevail, these hens will return to their cocks and crow of how my courage inspired them, lifted their spirits."
6591,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: And if the city should fall?
6592,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: You'd like that, wouldn't you? The Red Keep should hold for a time, long enough for me to go to the walls and yield to Lord Stannis in person. If it were anyone else outside those gates, I might have hoped for a private audience, but this is Stannis Baratheon. I'd have a better chance of seducing his horse."
6593,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Have I shocked you, little dove? Tears aren't a woman's only weapon. The best one's between your legs. Learn how to use it. Drink."
6594,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Do you have any notion of what happens when a city is sacked? No, you wouldn't, would you? If the city falls, these fine women should be in for a bit of a rape. Half of them will have bastards in their bellies come the morning. You'll be glad of your red flower then. When a man's blood is up, anything with tits looks good. A precious thing like you will look very, very good. A slice of cake just waiting to be eaten."
6595,2012-05-27,Season 2,Episode 9,Blackwater,man,"man: More pressure! Pull! Pull! That's it, men! Pull! Pull!"
6596,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: He's a serious man, Stannis Baratheon."
6597,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: They're coming. They're coming ashore.
6598,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Rain fire on them.
6599,2012-05-27,Season 2,Episode 9,Blackwater,man,man: Archers!
6600,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: There are too many.
6601,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Hound, form a welcome party for any Baratheon troop that manages to touch solid ground. Pod, run to the King's Gate. Bring any men guarding it here, now."
6602,2012-05-27,Season 2,Episode 9,Blackwater,podrick,"podrick: Yes, my lord."
6603,2012-05-27,Season 2,Episode 9,Blackwater,clegane,"clegane: Let's go. Stannis is sending us fresh meat. You, too."
6604,2012-05-27,Season 2,Episode 9,Blackwater,clegane,"clegane: Any of these flaming fucking arrows come near me, I'll strangle you with your own guts."
6605,2012-05-27,Season 2,Episode 9,Blackwater,men,"men: Pull, pull! Go!"
6606,2012-05-27,Season 2,Episode 9,Blackwater,soldier,soldier: Nock! Draw!
6607,2012-05-27,Season 2,Episode 9,Blackwater,men,men: Draw! Draw!
6608,2012-05-27,Season 2,Episode 9,Blackwater,men,men: Kill the Lannisters!
6609,2012-05-27,Season 2,Episode 9,Blackwater,men,men: Loose! Loose!
6610,2012-05-27,Season 2,Episode 9,Blackwater,man,man: Form the line!
6611,2012-05-27,Season 2,Episode 9,Blackwater,men,men: Draw! Draw! Loose! Loose!
6612,2012-05-27,Season 2,Episode 9,Blackwater,baratheon,"baratheon: To the Mud Gate, go now!"
6613,2012-05-27,Season 2,Episode 9,Blackwater,men,"men: First and second squads, to the gate! To the Mud Gate!"
6614,2012-05-27,Season 2,Episode 9,Blackwater,clegane,"clegane: Any man dies with a clean sword, I'll rape his fucking corpse."
6615,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: When we were young, Jaime and I, we looked so much alike even our father couldn't tell us apart. I could never understand why they treated us differently. Jaime was taught to fight with sword and lance and mace, and I was taught to smile and sing and please. He was heir to Casterly Rock, and I was sold to some stranger like a horse to be ridden whenever he desired."
6616,2012-05-27,Season 2,Episode 9,Blackwater,stark,stark: You were Robert's queen.
6617,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: And you will be Joffrey's. Enjoy. I don't think I know this one.
6618,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Pretty.
6619,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: That's the worst curtsy I've ever seen. Here, it's not difficult. I mastered it when I was four. Straighten your back and bend."
6620,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Better. You learn fast. How long have you been in Lady Sansa's service?
6621,2012-05-27,Season 2,Episode 9,Blackwater,shae,"shae: A few weeks, Your Grace."
6622,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: When did you leave Lorath?
6623,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: I had a Lorathi handmaiden once.
6624,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: But she was a nobleman's daughter. You're not. When did you come to Westeros?
6625,2012-05-27,Season 2,Episode 9,Blackwater,shae,"shae: Ten years ago, Your Grace."
6626,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: From Lorathi commoner to the Red Keep in ten years, all without learning how to curtsy. I imagine that's a very interesting story. What's your name?"
6627,2012-05-27,Season 2,Episode 9,Blackwater,shae,"shae: Shae, Your Grace."
6628,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Tell us a story, Shae."
6629,2012-05-27,Season 2,Episode 9,Blackwater,shae,"shae: When I was thireen, I-"
6630,2012-05-27,Season 2,Episode 9,Blackwater,lancel,lancel: Your Grace!
6631,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: What news?
6632,2012-05-27,Season 2,Episode 9,Blackwater,lancel,"lancel: The Imp has set the river afire. Hundreds of ships are burning, maybe more. Stannis' fleet destroyed, but But But his troops have landed outside the city walls."
6633,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Where is Joffrey?
6634,2012-05-27,Season 2,Episode 9,Blackwater,lancel,lancel: On the battlements with Lord Tyrion.
6635,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Bring him back inside at once.
6636,2012-05-27,Season 2,Episode 9,Blackwater,lancel,lancel: Your Grace-
6637,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: What?
6638,2012-05-27,Season 2,Episode 9,Blackwater,lancel,lancel: The king's presence is good for morale.
6639,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Bring him back to his chambers now.
6640,2012-05-27,Season 2,Episode 9,Blackwater,lancel,lancel: Not here?
6641,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: With the women and children? Do you want him to be mocked as a coward for the rest of his life?
6642,2012-05-27,Season 2,Episode 9,Blackwater,lancel,"lancel: No, but I-"
6643,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: Now!
6644,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: When I told you about Ser llyn earlier, I lied. Do you want to hear the truth? You want to know why he's really here? He's here for us. Stannis may take the city, he may take the throne, but he will not take us alive."
6645,2012-05-27,Season 2,Episode 9,Blackwater,man,man: Help me!
6646,2012-05-27,Season 2,Episode 9,Blackwater,man,man: Fall back! Fall back!
6647,2012-05-27,Season 2,Episode 9,Blackwater,baratheon,baratheon: Get the ladders up!
6648,2012-05-27,Season 2,Episode 9,Blackwater,man,"man: Faster, you bastards! Faster! Come on, kill the scum!"
6649,2012-05-27,Season 2,Episode 9,Blackwater,clegane,clegane: Someone bring me a drink.
6650,2012-05-27,Season 2,Episode 9,Blackwater,clegane,clegane: Fuck the water. Bring me wine.
6651,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Can I get you some iced milk and a nice bowl of raspberries, too?"
6652,2012-05-27,Season 2,Episode 9,Blackwater,clegane,"clegane: Eat shit, dwarf."
6653,2012-05-27,Season 2,Episode 9,Blackwater,lannister,lannister: You're on the wrong side of the wall.
6654,2012-05-27,Season 2,Episode 9,Blackwater,clegane,clegane: I lost half my men. The Blackwater's on fire.
6655,2012-05-27,Season 2,Episode 9,Blackwater,lannister,"lannister: Dog, I command you to go back out there and fight!"
